"Family","Subfamily","Genus","Species","Sex","Anterior.process","Anterior.process","Propeltidium.+.Metapeltidium","Propeltidium.+.Metapeltidium","Propeltidium.+.Metapeltidium","Pedipalps","Pedipalps","Pedipalps","Pedipalps","Pedipalps","Chelicerae","Chelicerae","Chelicerae","Opisthosoma","Opisthosoma","Opisthosoma","Opisthosoma","Spermathecae.(female)","Spermathecae.(female)","Flagellum","Flagellum","Size","Size","Legs","Legs","Legs","Legs","Legs","Ecology","Distribution","Distribution","Distribution","References"
"Family","Subfamily","Genus","Species","Sex","Setation","Setation (base)","Dorsal setation","State of vision","State of metapeltidium","Dimorphism","Mesal spur (trochanter)","Apical process (trochanter)","Claw/tarsus ratio (min)","Claw/tarsus ratio (max)","Guard tooth (movable finger)","Accessory tooth (movable finger)","Small teeth (fixed finger)","Setation (tergite II)","Elongation","Tergite XII: posterodorsal process","Tergite XII: posterodorsal process (shape)","Number of lobes","State of gonopod","Number of flagellomeres (female)","Dorsal shape (male)","Total body length (min)","Total body length (max)","Leg I/total body length ratio (min)","Leg I/total body length ratio (max)","Anterodorsal margin (leg IV)","Leg IV, femur: length/width ratio (min)","Leg IV, femur: length/width ratio (max)","Habitat","Type locality (country)","Region","Unit","References"
"Hubbardiidae","Hubbardiinae","Dumitrescoella","Dumitrescoella decui","female","1+1","Absent","4 or 5 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","Weakly","No data","No data","Present","Absent","No data","4 setae","Absent","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3","4","1.1399999999999999","1.1399999999999999","~ 90°","No data","No data","Troglophile","Cuba","Caribbean","New World","Dumitresco 1977 [in french]; Rowland & Reddell 1979a; Teruel 2017a"
"Hubbardiidae","Hubbardiinae","Dumitrescoella","Dumitrescoella decui","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","Weakly; absent","0.25","0.25","Present","Absent","4 small teeth","2 setae","Absent","Small","Rounded",NA,NA,NA,"Oblong","3","4","1.58","1.58","~ 90°","No data","No data","Troglophile","Cuba","Caribbean","New World","Dumitresco 1977 [in french]; Rowland & Reddell 1979a; Teruel 2017a"
"Hubbardiidae","Hubbardiinae","Enigmazomus","Enigmazomus benoiti","female","2+1","Absent","3 pairs","Eyespots","Divided","No data","Present","Absent","0.5","0.5","Present","1 accessory tooth","3 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"3.6","3.6","1.19","1.19","~ 90°","2.11","2.11","Epigean","Somalia","Eastern Africa","Old World","Lawrence 1969; Harvey 2006"
"Hubbardiidae","Hubbardiinae","Enigmazomus","Enigmazomus eruptoclausus","female","2+1","Absent","3 pairs","Eyespots","Entire","Absent","Present","Absent","0.56000000000000005","0.56000000000000005","Present","1 accessory tooth","5 small teeth","2 setae","Absent","Absent","Absent","2 pairs or 3 to 5 pairs","Present","3 flagellomeres",NA,"4.6500000000000004","4.6500000000000004","1.52","1.52","~ 90°","2.89","2.89","Troglobite or troglophile","Oman","Western Asia","Old World","Harvey 2006"
"Hubbardiidae","Hubbardiinae","Enigmazomus","Enigmazomus eruptoclausus","male","2+1","Absent","3 pairs","Eyespots","Entire","Absent","Present","Absent","0.63","0.63","Present","1 accessory tooth","6 small teeth","2 setae","Absent","Absent","Acute",NA,NA,NA,"Lanceolate - triangular","4.8","4.8","1.75","1.75","~ 90°","3.07","3.07","Troglobite or troglophile","Oman","Western Asia","Old World","Harvey 2006"
"Hubbardiidae","Hubbardiinae","Gravelyzomus","Gravelyzomus chalakudicus","female","2+1","Absent","3 pairs","Absent","No data","No data","No data","Weakly","No data","No data","Present","Absent","3 small teeth","2 setae","Absent","Absent","Absent","More than 5 pairs","Present","3 flagellomeres",NA,"5.59","5.59","1.1200000000000001","1.1200000000000001","~ 90°","2.25","2.25","No data","India","Southern Asia","Old World","Bastawade 2002; Kulkarni 2012"
"Hubbardiidae","Hubbardiinae","Guanazomus","Guanazomus armatus","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present or absent","Strongly","No data","No data","Present","2 accessory teeth","No data","2 setae","Absent","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.4","3.4","1.18","1.18","~ 90°","2.54","2.54","Epigean","Cuba","Caribbean","New World","Teruel & Armas 2002 [in spanish]"
"Hubbardiidae","Hubbardiinae","Guanazomus","Guanazomus armatus","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present or absent","Strongly: strongly","No data","No data","Present","2 accessory teeth","6 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Triangular","3.35","3.9","1.23","1.41","~ 90°","2.25","2.54","Epigean","Cuba","Caribbean","New World","Teruel & Armas 2002 [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus acrocaudatus","male","1+1","Absent","2 pairs","Eyespots","Entire","No data","Present","Absent","0.33","0.33","Present","Absent","No data","2 setae","Tergite V/VI-XII elongated","Small","Truncate",NA,NA,NA,"Lanceolate","No data","No data","No data","No data","~ 90°","No data","No data","No data","Trinidad & Tobago","Caribbean","New World","Rowland & Reddell 1979b; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus centralis","female","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","Absent","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.55","3.55","1.1599999999999999","1.1599999999999999","~ 90°","2.2999999999999998","2.2999999999999998","Epigean","Panama","Central America","New World","Gertsch 1941; Reddell & Cokendolpher 1995; Armas, Víquez & Miranda 2010 [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus centralis","male","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Absent","0.5","0.5","Present","Absent","No data","2 setae","Tergite V/VI-XII elongated","Well-developed","Truncate",NA,NA,NA,"Lanceolate","3.7","3.7","1.34","1.34","~ 90°","2.31","2.31","Epigean","Panama","Central America","New World","Gertsch 1941; Reddell & Cokendolpher 1995; Armas, Víquez & Miranda 2010 [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus dispar","female","No data","No data","No data","Absent","Entire","No data","Present","Absent","0.5","0.6","Present","Absent","No data","2 setae","No data","No data","No data","No data","No data","No data",NA,"4.2","4.2","1.1200000000000001","1.1200000000000001","~ 90°","2.5","2.5","No data","Martinique","Caribbean","New World","Hansen in Hansen & Sørensen 1905; Reddell & Cokendolpher 1995"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus drakos","male","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","Absent","No data","No data","Present","Absent","No data","2 setae","Tergite V/VI-XII elongated","Well-developed","Rounded",NA,NA,NA,"Triangular","No data","No data","No data","No data","~ 90°","No data","No data","No data","Guyana","South America","New World","Rowland & Reddell 1979b; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus flavescens","female","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Weakly","0.5","0.6","Present","Absent","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"4.5","4.5","1.04","1.04","~ 90°","2.5","2.5","No data","Venezuela","South America","New World","Hansen in Hansen & Sørensen 1905; Rowland & Reddell 1979b; Reddell & Cokendolpher 1995"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus flavescens","male","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Weakly","No data","No data","Present","Absent","No data","2 setae","No data","No data","No data",NA,NA,NA,"No data","3.8","3.8","1.1299999999999999","1.1299999999999999","~ 90°","No data","No data","No data","Venezuela","South America","New World","Hansen in Hansen & Sørensen 1905; Rowland & Reddell 1979b; Reddell & Cokendolpher 1995"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus gladiator","male","No data","No data","No data","Eyespots","Entire","No data","Present","Weakly","No data","No data","Present","Absent","5 small teeth","2 setae","No data","Small","Rounded",NA,NA,NA,"Lanceolate - triangular","4","4","1.55","1.55","~ 90°","No data","No data","Troglophile","Suriname","South America","New World","Rémy 1961 [in french]; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus guyanensis","female","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","Absent","0.5","0.5","Present","Absent","3 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"4.5999999999999996","4.5999999999999996","1.03","1.03","~ 90°","2.5","2.5","Epigean","Guyana","South America","New World","Cokendolpher & Reddell 2000b; Rowland & Reddell 1979b; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus humbertoi","male","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","Absent","No data","No data","No data","No data","No data","2 setae","Tergite (I)X-XI(I) elongated","Well-developed","Truncate",NA,NA,NA,"Lanceolate - triangular","4.1500000000000004","4.1500000000000004","1.33","1.33","~ 90°","2.48","2.48","Epigean","Costa Rica","Central America","New World","Armas & Víquez 2010 [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus mumai","female","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","Absent","No data","No data","2 pairs","Present","4 flagellomeres",NA,"No data","No data","No data","No data","~ 90°","No data","No data","Epigean","Costa Rica","Central America","New World","Rowland & Reddell 1979b; Reddell & Cokendolpher 1995; Monjaraz-Ruedas & Francke 2016"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus mumai","male","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Weakly","0.5","0.5","Present","Absent","No data","2 setae","Tergite V/VI-XII elongated","Well-developed","Truncate",NA,NA,NA,"Lanceolate","No data","No data","No data","No data","~ 90°","No data","No data","Epigean","Costa Rica","Central America","New World","Rowland & Reddell 1979b; Reddell & Cokendolpher 1995; Monjaraz-Ruedas & Francke 2016"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus selva","female","1+1","Absent","3 pairs","Eyespots","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","Absent","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.9","3.9","0.87","0.87","~ 90°","1.89","1.89","Epigean","Costa Rica","Central America","New World","Armas 2009 [in spanish]; Armas 2010a [in spanish]; Armas & Víquez 2010 [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus selva","male","1+1","Absent","3 pairs","Eyespots","Entire","Absent","Present","Weakly","No data","No data","Present","Absent","No data","2 setae","Tergite (I)X-XI(I) elongated or absent","Small","Truncate",NA,NA,NA,"Lanceolate - triangular","2.91","3.55","1.39","1.49","~ 90°","2.14","2.2999999999999998","Epigean","Costa Rica","Central America","New World","Armas 2009 [in spanish]; Armas 2010a [in spanish]; Armas & Víquez 2010 [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus simonis","male","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","Absent","0.25","0.25","Present","Absent","7 small teeth","2 setae","Tergite (I)X-XI(I) elongated","Small","Conical",NA,NA,NA,"Lanceolate","5.0999999999999996","5.0999999999999996","1.35","1.35","~ 90°","2.2999999999999998","2.2999999999999998","No data","Venezuela","South America","New World","Hansen in Hansen & Sørensen 1905; Rowland & Reddell 1979b; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus surinamensis","male","No data","No data","No data","Eyespots","Entire","No data","Present","Weakly","0.5","0.5","Present","Absent","3 to 5 small teeth","2 setae","No data","Absent","Absent",NA,NA,NA,"Lanceolate","5","5","1.35","1.35","~ 90°","2.4","2.4","Epigean","Suriname","South America","New World","Rémy 1961 [in french]; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus tobago","female","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","Absent","No data","No data","2 pairs","Present","4 flagellomeres",NA,"No data","No data","No data","No data","~ 90°","No data","No data","No data","Trinidad & Tobago","Caribbean","New World","Rowland & Reddell 1979b; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus tobago","male","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Weakly","0.5","0.5","Present","Absent","No data","2 setae","Tergite V/VI-XII elongated","Small","Truncate",NA,NA,NA,"Lanceolate","No data","No data","No data","No data","~ 90°","No data","No data","No data","Trinidad & Tobago","Caribbean","New World","Rowland & Reddell 1979b; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus trinidanus","female","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","Absent","No data","No data","2 pairs","Present","4 flagellomeres",NA,"No data","No data","No data","No data","~ 90°","No data","No data","Epigean","Trinidad & Tobago","Caribbean","New World","Rowland & Reddell 1979b; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus trinidanus","male","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Absent","0.5","0.5","Present","Absent","No data","2 setae","Tergite (I)X-XI(I) elongated","Well-developed","Truncate",NA,NA,NA,"Lanceolate - triangular","No data","No data","No data","No data","~ 90°","No data","No data","Epigean","Trinidad & Tobago","Caribbean","New World","Rowland & Reddell 1979b; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus urbanii","female","1+1","Absent","3 pairs","Eyespots","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","No data","No data","No data","2 pairs","Present","4 flagellomeres",NA,"No data","No data","No data","No data","~ 90°","No data","No data","Troglophile","Venezuela","South America","New World","Manzanilla & Teruel 2006 [in spanish]; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus urbanii","male","1+1","Absent","3 pairs","Eyespots","Entire","Absent","Present","Absent","No data","No data","Present","Absent","4 small teeth","2 setae","Tergite (I)X-XI(I) elongated","Absent","Absent",NA,NA,NA,"Lanceolate","8","8","No data","No data","~ 90°","No data","No data","Troglophile","Venezuela","South America","New World","Manzanilla & Teruel 2006 [in spanish]; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus vanderdrifti","male","No data","No data","No data","Eyespots","Entire","No data","Present","Weakly","0.4","0.5","Present","Absent","6 small teeth","2 setae","No data","Small","No data",NA,NA,NA,"Rhomboidal","3","3","1.25","1.25","~ 90°","2.12","2.12","Epigean","Suriname","South America","New World","Rémy 1961 [in french]; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus yolandae","female","No data","Absent","3 pairs","Eyespots","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","No data","No data","No data","No data","No data","2 flagellomeres",NA,"4.26","4.26","0.96","0.96","~ 90°","No data","No data","Epigean","Venezuela","South America","New World","Rémy 1961 [in french]; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Hansenochrus","Hansenochrus yolandae","male","No data","Absent","3 pairs","Eyespots","Entire","Absent","Present","Weakly","No data","No data","Present","Absent","No data","2 setae","No data","No data","No data",NA,NA,NA,"Lanceolate","3.95","3.95","1.2","1.2","~ 90°","No data","No data","Epigean","Venezuela","South America","New World","Rémy 1961 [in french]; Reddell & Cokendolpher 1995; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Harveyus","Harveyus contrerasi","female","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Weakly","No data","No data","Present","Absent","5 small teeth","2 setae","Absent","No data","No data","2 pairs","Present","3 flagellomeres",NA,"3.4","3.9","1","1.53","~ 90°","4.9000000000000004","4.9000000000000004","Troglophile or epigean","Mexico","Mexico","New World","Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Harveyus","Harveyus contrerasi","male","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Weakly","No data","No data","Present","Absent","4 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal","3.6","3.9","1.67","2.33","~ 90°","4.9000000000000004","4.9000000000000004","Troglophile or epigean","Mexico","Mexico","New World","Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Harveyus","Harveyus mexicanus","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data","No data","No data","Present","Absent","No data","2 setae","Absent","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"4.5599999999999996","4.6399999999999997","0.93","0.94","~ 90°","No data","No data","Troglophile","Mexico","Mexico","New World","Rowland 1971b; Rowland & Reddell 1980; Monjaraz-Ruedas, Prendini & Francke 2019; Monjaraz-Ruedas & Francke 2016"
"Hubbardiidae","Hubbardiinae","Harveyus","Harveyus mexicanus","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data; weakly","No data","No data","Present","Absent","No data","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal","4.28","4.4000000000000004","1.1399999999999999","1.27","~ 90°","No data","No data","Troglophile","Mexico","Mexico","New World","Rowland 1971b; Rowland & Reddell 1980; Monjaraz-Ruedas, Prendini & Francke 2019; Monjaraz-Ruedas & Francke 2016"
